account_id,customer_id,account_type,balance,interest_rate,opened_at,status
ACC0000327,CUST000949,TABUNGAN,3141291,1.96,2026-02-09,ACTIVE
ACC0000328,CUST002146,TABUNGAN,594996,1.33,2022-07-07,ACTIVE
ACC0000329,CUST004000,TABUNGAN,3373650,1.73,2025-05-26,ACTIVE
ACC0000330,CUST000968,TABUNGAN,14140900,0.62,2022-09-19,CLOSED
ACC0000331,CUST000917,TABUNGAN,6390071,2.57,2026-04-17,ACTIVE
ACC0000332,CUST003120,TABUNGAN,3449760,0.68,2025-11-12,ACTIVE
ACC0000333,CUST004999,TABUNGAN,1526457,3.25,2024-11-04,ACTIVE
ACC0000334,CUST003492,TABUNGAN,1193523,1.52,2024-01-10,ACTIVE
ACC0000335,CUST003991,TABUNGAN,17670674,1.5,2026-04-26,ACTIVE
ACC0000336,CUST003278,DEPOSITO,727178,5.13,2023-10-26,ACTIVE
ACC0000337,CUST000240,TABUNGAN,5504084,3.49,2024-06-17,DORMANT
ACC0000338,CUST001377,DEPOSITO,5553946,2.75,2022-02-26,ACTIVE
ACC0000339,CUST001082,TABUNGAN,3529635,3.42,2024-01-03,ACTIVE
ACC0000340,CUST000197,TABUNGAN,7535568,3.16,2021-11-10,ACTIVE
ACC0000341,CUST002825,TABUNGAN,11123648,2.63,2023-07-18,ACTIVE
ACC0000342,CUST001692,TABUNGAN,2639347,2.58,2025-04-08,ACTIVE
ACC0000343,CUST000616,DEPOSITO,4960377,4.61,2023-05-08,ACTIVE
ACC0000344,CUST001888,TABUNGAN,848844,2.09,2026-01-26,DORMANT
ACC0000345,CUST000282,TABUNGAN,3660154,1.15,2024-05-06,ACTIVE
ACC0000346,CUST002318,TABUNGAN,11525118,2.58,2021-08-27,ACTIVE
ACC0000347,CUST003541,TABUNGAN,793896,0.55,2022-02-22,ACTIVE
ACC0000348,CUST000122,TABUNGAN,4772950,0.53,2024-04-05,DORMANT
ACC0000349,CUST001497,DEPOSITO,7772272,2.58,2023-07-25,ACTIVE
ACC0000350,CUST003856,TABUNGAN,2912948,0.73,2023-10-05,DORMANT
ACC0000351,CUST000983,TABUNGAN,3131038,0.74,2025-01-19,ACTIVE
ACC0000352,CUST002009,TABUNGAN,6029659,1.96,2024-12-16,ACTIVE
ACC0000353,CUST000669,TABUNGAN,3821418,1.63,2025-10-13,ACTIVE
ACC0000354,CUST001224,TABUNGAN,3234284,2.19,2024-11-06,ACTIVE
ACC0000355,CUST001538,DEPOSITO,17351073,4.4,2022-04-29,ACTIVE
ACC0000356,CUST000168,DEPOSITO,6925847,5.85,2024-09-19,DORMANT
ACC0000357,CUST004874,TABUNGAN,2506771,1.74,2023-04-22,ACTIVE
ACC0000358,CUST004934,TABUNGAN,3779942,0.71,2022-01-11,ACTIVE
ACC0000359,CUST001341,TABUNGAN,6310559,1.77,2025-07-04,ACTIVE
ACC0000360,CUST001796,TABUNGAN,9597162,2.19,2022-11-14,ACTIVE
ACC0000361,CUST002257,TABUNGAN,16629452,1.02,2023-07-23,ACTIVE
ACC0000362,CUST004348,TABUNGAN,12756388,2.18,2023-12-06,CLOSED
ACC0000363,CUST004061,DEPOSITO,1873877,4.61,2025-09-28,ACTIVE
ACC0000364,CUST002375,DEPOSITO,3144853,4.97,2024-07-13,DORMANT
ACC0000365,CUST001899,TABUNGAN,2497520,3.4,2024-01-28,ACTIVE
ACC0000366,CUST003004,TABUNGAN,4630942,0.93,2023-09-07,ACTIVE
ACC0000367,CUST000856,DEPOSITO,2236008,5.86,2023-10-08,ACTIVE
ACC0000368,CUST003743,TABUNGAN,3188741,3.21,2021-11-11,ACTIVE
ACC0000369,CUST003720,TABUNGAN,1404112,2.38,2023-08-03,DORMANT
ACC0000370,CUST003270,TABUNGAN,5285035,3.27,2025-01-09,ACTIVE
ACC0000371,CUST004678,TABUNGAN,533862,2.83,2022-02-16,ACTIVE
ACC0000372,CUST004398,TABUNGAN,3365640,2.93,2025-06-09,ACTIVE
ACC0000373,CUST001244,TABUNGAN,5749735,1.09,2022-02-22,ACTIVE
ACC0000374,CUST004694,TABUNGAN,5597155,2.15,2024-06-25,ACTIVE
ACC0000375,CUST000386,DEPOSITO,2783890,5.54,2026-04-01,ACTIVE
ACC0000376,CUST000886,TABUNGAN,620496,2.3,2024-03-03,ACTIVE
ACC0000377,CUST003286,TABUNGAN,3129953,2.11,2024-08-19,ACTIVE
ACC0000378,CUST001348,TABUNGAN,728293,2.18,2025-01-15,ACTIVE
ACC0000379,CUST001315,DEPOSITO,4790722,2.84,2025-02-12,ACTIVE
ACC0000380,CUST000077,TABUNGAN,3502496,0.74,2021-11-01,DORMANT
ACC0000381,CUST001394,TABUNGAN,2592226,3.46,2023-07-05,ACTIVE
ACC0000382,CUST000967,TABUNGAN,1318482,2.29,2021-10-03,ACTIVE
ACC0000383,CUST004685,TABUNGAN,3608883,1.0,2025-03-26,ACTIVE
ACC0000384,CUST003394,TABUNGAN,2750254,2.76,2025-01-14,ACTIVE
ACC0000385,CUST002573,TABUNGAN,2998569,3.16,2026-04-14,ACTIVE
ACC0000386,CUST001706,TABUNGAN,1956256,3.26,2026-02-14,CLOSED
ACC0000387,CUST002304,TABUNGAN,11096601,1.63,2024-07-01,ACTIVE
ACC0000388,CUST000315,TABUNGAN,4550545,3.27,2022-02-25,DORMANT
ACC0000389,CUST003368,TABUNGAN,19792011,1.92,2025-02-28,ACTIVE
ACC0000390,CUST001542,TABUNGAN,4788386,3.2,2021-08-13,ACTIVE
ACC0000391,CUST002963,TABUNGAN,11638808,0.62,2022-02-28,ACTIVE
ACC0000392,CUST001099,DEPOSITO,2289911,5.98,2021-06-27,ACTIVE
ACC0000393,CUST001393,TABUNGAN,7587404,1.41,2022-12-28,ACTIVE
ACC0000394,CUST002548,TABUNGAN,2732906,2.32,2026-03-29,ACTIVE
ACC0000395,CUST003474,TABUNGAN,4228882,1.78,2023-05-05,DORMANT
ACC0000396,CUST004706,DEPOSITO,14017270,3.63,2023-07-18,ACTIVE
ACC0000397,CUST004690,TABUNGAN,2266337,0.57,2022-08-25,ACTIVE
ACC0000398,CUST003104,DEPOSITO,7353955,2.88,2025-04-16,ACTIVE
ACC0000399,CUST003050,TABUNGAN,7599877,0.78,2022-04-05,ACTIVE
ACC0000400,CUST003021,TABUNGAN,11366917,0.76,2024-02-15,DORMANT
ACC0000401,CUST000713,DEPOSITO,732801,5.26,2024-03-01,ACTIVE
ACC0000402,CUST003485,TABUNGAN,5734586,2.71,2023-08-31,ACTIVE
ACC0000403,CUST001310,TABUNGAN,3731885,2.29,2022-08-14,ACTIVE
ACC0000404,CUST000779,TABUNGAN,14561235,2.43,2022-07-29,ACTIVE
ACC0000405,CUST002256,TABUNGAN,1857401,2.47,2025-11-16,ACTIVE
ACC0000406,CUST004073,TABUNGAN,3258791,1.76,2024-09-03,ACTIVE
ACC0000407,CUST003274,TABUNGAN,14098640,2.28,2021-06-09,ACTIVE
ACC0000408,CUST002389,TABUNGAN,3102130,2.18,2025-12-15,ACTIVE
ACC0000409,CUST001871,TABUNGAN,9515304,3.49,2026-02-02,ACTIVE
ACC0000410,CUST004271,TABUNGAN,1483320,2.42,2024-12-14,ACTIVE
ACC0000411,CUST003770,TABUNGAN,278043,3.29,2023-04-01,ACTIVE
ACC0000412,CUST000279,TABUNGAN,6014306,1.39,2021-10-08,DORMANT
ACC0000413,CUST002500,TABUNGAN,1462011,3.29,2026-02-07,ACTIVE
ACC0000414,CUST003934,TABUNGAN,2542010,1.12,2022-08-08,DORMANT
ACC0000415,CUST000057,TABUNGAN,20222169,2.62,2023-09-06,ACTIVE
ACC0000416,CUST001841,TABUNGAN,1316034,2.52,2024-03-12,ACTIVE
ACC0000417,CUST002169,DEPOSITO,9591384,4.65,2022-06-19,ACTIVE
ACC0000418,CUST004901,TABUNGAN,2652695,1.13,2024-07-25,ACTIVE
ACC0000419,CUST000857,TABUNGAN,1197434,2.24,2021-07-25,CLOSED
ACC0000420,CUST000341,TABUNGAN,804670,1.29,2024-06-18,DORMANT
ACC0000421,CUST003682,DEPOSITO,920420,4.64,2024-11-14,ACTIVE
ACC0000422,CUST002833,DEPOSITO,2849789,2.75,2024-06-11,DORMANT
ACC0000423,CUST001641,DEPOSITO,3051934,4.76,2024-09-21,ACTIVE
ACC0000424,CUST002917,TABUNGAN,1997563,1.3,2025-04-11,DORMANT
ACC0000425,CUST004502,TABUNGAN,4087062,3.18,2025-08-16,ACTIVE
ACC0000426,CUST004594,TABUNGAN,3492625,1.08,2021-09-30,ACTIVE
ACC0000427,CUST002323,TABUNGAN,3148933,0.96,2023-10-14,ACTIVE
ACC0000428,CUST004610,TABUNGAN,17049478,0.79,2024-12-19,ACTIVE
ACC0000429,CUST001557,DEPOSITO,3411069,3.82,2022-06-23,ACTIVE
ACC0000430,CUST002170,TABUNGAN,13088266,0.71,2024-10-27,ACTIVE
ACC0000431,CUST001714,DEPOSITO,2124227,3.81,2023-01-09,ACTIVE
ACC0000432,CUST000089,TABUNGAN,9801722,1.83,2022-05-15,ACTIVE
ACC0000433,CUST002567,TABUNGAN,1566587,1.3,2026-02-19,ACTIVE
ACC0000434,CUST002134,TABUNGAN,5368128,2.75,2025-12-01,ACTIVE
ACC0000435,CUST002975,TABUNGAN,1538409,3.45,2022-03-01,ACTIVE
ACC0000436,CUST004570,TABUNGAN,3631465,1.1,2023-05-21,DORMANT
ACC0000437,CUST004552,TABUNGAN,7956984,2.35,2023-03-16,ACTIVE
ACC0000438,CUST000266,TABUNGAN,5540145,2.39,2022-06-05,ACTIVE
ACC0000439,CUST004158,TABUNGAN,1057500,2.56,2023-12-07,ACTIVE
ACC0000440,CUST000996,TABUNGAN,5058910,2.28,2022-06-10,ACTIVE
ACC0000441,CUST003258,TABUNGAN,5894989,2.11,2025-08-29,ACTIVE
ACC0000442,CUST003767,TABUNGAN,3501273,2.06,2025-11-12,ACTIVE
ACC0000443,CUST004986,TABUNGAN,2046135,1.53,2023-11-08,ACTIVE
ACC0000444,CUST002613,TABUNGAN,7899008,1.87,2021-06-18,ACTIVE
ACC0000445,CUST003268,DEPOSITO,8367369,2.87,2023-12-13,ACTIVE
ACC0000446,CUST003097,DEPOSITO,480091,3.15,2025-12-06,ACTIVE
ACC0000447,CUST002905,TABUNGAN,4269592,2.87,2022-07-29,ACTIVE
ACC0000448,CUST000434,TABUNGAN,15618758,2.15,2024-01-22,ACTIVE
ACC0000449,CUST004341,TABUNGAN,3180019,1.55,2024-06-14,ACTIVE
ACC0000450,CUST003267,TABUNGAN,13409078,2.21,2023-07-02,ACTIVE
ACC0000451,CUST003237,TABUNGAN,11252239,3.21,2023-06-30,ACTIVE
ACC0000452,CUST000856,TABUNGAN,6752559,3.15,2023-04-30,ACTIVE
ACC0000453,CUST003098,DEPOSITO,1526277,3.5,2021-09-21,ACTIVE
ACC0000454,CUST000290,DEPOSITO,5306648,5.32,2023-01-10,ACTIVE
ACC0000455,CUST000341,TABUNGAN,3527454,1.35,2025-06-01,ACTIVE
ACC0000456,CUST000258,TABUNGAN,4336272,0.54,2025-12-05,DORMANT
ACC0000457,CUST003292,TABUNGAN,3254302,0.92,2024-07-17,ACTIVE
ACC0000458,CUST001914,DEPOSITO,6476852,3.78,2022-10-10,ACTIVE
ACC0000459,CUST003583,DEPOSITO,4875599,5.55,2023-05-29,ACTIVE
ACC0000460,CUST000358,TABUNGAN,1489896,3.33,2023-04-26,ACTIVE
ACC0000461,CUST000328,TABUNGAN,13916636,2.01,2025-11-17,ACTIVE
ACC0000462,CUST000461,TABUNGAN,6803480,2.91,2023-05-11,ACTIVE
ACC0000463,CUST002326,TABUNGAN,4456097,1.18,2024-06-14,ACTIVE
ACC0000464,CUST001910,DEPOSITO,4946596,4.11,2022-09-18,ACTIVE
ACC0000465,CUST003754,TABUNGAN,3071007,1.66,2025-07-21,ACTIVE
ACC0000466,CUST000774,TABUNGAN,4660894,1.16,2021-07-30,ACTIVE
ACC0000467,CUST002181,DEPOSITO,5015420,4.54,2022-01-05,ACTIVE
ACC0000468,CUST001506,TABUNGAN,3885271,2.29,2022-11-08,ACTIVE
ACC0000469,CUST003090,TABUNGAN,2646937,0.51,2021-12-30,ACTIVE
ACC0000470,CUST003831,DEPOSITO,12024838,3.42,2022-04-28,DORMANT
ACC0000471,CUST000972,DEPOSITO,761706,2.85,2022-03-16,DORMANT
ACC0000472,CUST004236,TABUNGAN,2837733,2.38,2023-01-23,ACTIVE
ACC0000473,CUST004138,TABUNGAN,16153880,2.79,2022-01-24,ACTIVE
ACC0000474,CUST000481,TABUNGAN,9978095,1.95,2024-06-14,ACTIVE
ACC0000475,CUST001349,TABUNGAN,8789469,0.77,2024-07-20,ACTIVE
ACC0000476,CUST004811,TABUNGAN,11458530,3.14,2024-10-29,ACTIVE
ACC0000477,CUST004114,TABUNGAN,5479690,0.71,2025-11-12,ACTIVE
ACC0000478,CUST001307,DEPOSITO,11472509,3.31,2023-08-12,ACTIVE
ACC0000479,CUST002176,TABUNGAN,78083794,2.94,2021-12-16,ACTIVE
ACC0000480,CUST001612,TABUNGAN,3873784,3.12,2024-10-02,ACTIVE
ACC0000481,CUST001382,TABUNGAN,8889934,1.4,2021-10-03,ACTIVE
ACC0000482,CUST000367,TABUNGAN,6876999,2.89,2025-12-23,ACTIVE
ACC0000483,CUST004013,DEPOSITO,4979765,5.08,2021-11-15,CLOSED
ACC0000484,CUST004669,TABUNGAN,1424641,1.27,2026-04-27,ACTIVE
ACC0000485,CUST004992,TABUNGAN,1334297,2.29,2025-09-13,DORMANT
ACC0000486,CUST003276,DEPOSITO,1669527,2.71,2023-09-10,ACTIVE
ACC0000487,CUST004012,TABUNGAN,2365377,3.34,2021-08-02,CLOSED
ACC0000488,CUST004574,DEPOSITO,2203068,5.59,2025-06-04,ACTIVE
ACC0000489,CUST001157,TABUNGAN,3525835,2.51,2021-11-20,ACTIVE
ACC0000490,CUST003171,TABUNGAN,1015944,1.17,2021-06-03,ACTIVE
ACC0000491,CUST000914,TABUNGAN,4616768,0.6,2023-08-12,ACTIVE
ACC0000492,CUST002180,TABUNGAN,2565539,3.04,2025-07-24,ACTIVE
ACC0000493,CUST002782,DEPOSITO,2914031,5.87,2023-10-31,ACTIVE
ACC0000494,CUST003364,TABUNGAN,5633947,2.41,2024-06-18,ACTIVE
ACC0000495,CUST000242,TABUNGAN,4214744,1.52,2021-08-03,ACTIVE
ACC0000496,CUST003556,TABUNGAN,20477319,2.76,2024-04-12,ACTIVE
ACC0000497,CUST003793,DEPOSITO,2323283,3.74,2025-03-26,ACTIVE
ACC0000498,CUST003939,TABUNGAN,13188269,2.81,2022-01-19,ACTIVE
ACC0000499,CUST002767,TABUNGAN,2944320,1.09,2023-07-26,ACTIVE
ACC0000500,CUST001511,TABUNGAN,2307442,0.71,2023-05-20,ACTIVE
ACC0000501,CUST001656,DEPOSITO,2948699,2.9,2025-01-02,ACTIVE
ACC0000502,CUST000083,TABUNGAN,2312381,2.2,2023-02-03,ACTIVE
ACC0000503,CUST002953,TABUNGAN,5584931,3.14,2023-08-16,ACTIVE
ACC0000504,CUST002325,TABUNGAN,1458985,2.62,2022-05-13,DORMANT
ACC0000505,CUST002135,TABUNGAN,2555876,0.76,2022-06-16,ACTIVE
ACC0000506,CUST000710,DEPOSITO,1635011,4.18,2024-01-09,ACTIVE
ACC0000507,CUST000895,TABUNGAN,885906,0.8,2022-02-19,ACTIVE
ACC0000508,CUST003415,TABUNGAN,3301985,2.69,2025-10-03,DORMANT
ACC0000509,CUST001206,TABUNGAN,827841,2.81,2021-06-10,ACTIVE
ACC0000510,CUST004823,DEPOSITO,3344337,2.53,2024-11-23,ACTIVE
ACC0000511,CUST001197,DEPOSITO,479289,5.56,2022-08-18,ACTIVE
ACC0000512,CUST004714,TABUNGAN,12690351,3.39,2024-05-02,ACTIVE
ACC0000513,CUST002443,TABUNGAN,2357939,1.74,2022-01-24,ACTIVE
ACC0000514,CUST003673,TABUNGAN,38587428,0.92,2021-09-20,ACTIVE
ACC0000515,CUST003839,TABUNGAN,5295333,1.96,2024-01-06,ACTIVE
ACC0000516,CUST000992,TABUNGAN,6307093,0.63,2025-10-10,ACTIVE
ACC0000517,CUST001722,TABUNGAN,1214590,2.23,2022-12-26,ACTIVE
ACC0000518,CUST000109,TABUNGAN,4341158,2.48,2025-07-24,ACTIVE
ACC0000519,CUST001835,TABUNGAN,2686390,0.53,2023-12-23,ACTIVE
ACC0000520,CUST002578,DEPOSITO,3234202,5.24,2022-03-07,CLOSED
ACC0000521,CUST004528,TABUNGAN,2765795,1.18,2024-05-13,ACTIVE
ACC0000522,CUST000560,DEPOSITO,36077625,4.56,2022-08-08,ACTIVE
ACC0000523,CUST004702,TABUNGAN,1772606,1.78,2024-10-29,ACTIVE
ACC0000524,CUST001959,TABUNGAN,7907949,2.2,2022-02-11,ACTIVE
ACC0000525,CUST002391,TABUNGAN,164895,0.92,2023-01-13,ACTIVE
ACC0000526,CUST004003,TABUNGAN,2198080,0.84,2023-12-27,ACTIVE
ACC0000527,CUST001983,TABUNGAN,12729596,2.06,2025-02-11,ACTIVE
ACC0000528,CUST003193,TABUNGAN,21701768,1.48,2023-12-07,ACTIVE
ACC0000529,CUST000496,DEPOSITO,1025597,5.86,2025-01-08,ACTIVE
ACC0000530,CUST001297,TABUNGAN,2637814,3.36,2022-08-03,ACTIVE
ACC0000531,CUST003341,TABUNGAN,35150000,0.85,2021-07-18,ACTIVE
ACC0000532,CUST000546,TABUNGAN,13559154,2.73,2022-08-22,ACTIVE
ACC0000533,CUST003326,DEPOSITO,7050139,5.62,2021-09-19,CLOSED
ACC0000534,CUST004739,TABUNGAN,924800,2.53,2023-06-12,ACTIVE
ACC0000535,CUST003225,TABUNGAN,2213216,1.85,2025-10-25,ACTIVE
ACC0000536,CUST002985,TABUNGAN,601499,2.66,2024-09-03,ACTIVE
ACC0000537,CUST002344,TABUNGAN,11483819,2.43,2021-06-23,ACTIVE
ACC0000538,CUST004511,TABUNGAN,9511395,2.88,2023-05-25,ACTIVE
ACC0000539,CUST002721,TABUNGAN,7508648,1.18,2025-10-31,ACTIVE
ACC0000540,CUST001378,TABUNGAN,3425054,1.43,2023-10-30,ACTIVE
ACC0000541,CUST001568,TABUNGAN,14282020,2.03,2026-03-17,ACTIVE
ACC0000542,CUST000161,DEPOSITO,4120219,5.66,2026-01-15,ACTIVE
ACC0000543,CUST000795,DEPOSITO,7488703,3.69,2021-11-06,ACTIVE
ACC0000544,CUST003051,DEPOSITO,1114615,2.77,2023-03-14,ACTIVE
ACC0000545,CUST000134,TABUNGAN,5577831,1.71,2024-07-19,ACTIVE
ACC0000546,CUST003059,TABUNGAN,2361517,3.17,2025-09-10,DORMANT
ACC0000547,CUST000725,TABUNGAN,978930,2.39,2024-03-09,ACTIVE
ACC0000548,CUST004450,TABUNGAN,3205214,2.14,2026-01-11,ACTIVE
ACC0000549,CUST004070,DEPOSITO,14993673,4.62,2022-04-06,ACTIVE
ACC0000550,CUST000361,TABUNGAN,1001904,2.65,2025-12-04,ACTIVE
ACC0000551,CUST001252,TABUNGAN,2734414,1.17,2025-07-06,ACTIVE
ACC0000552,CUST001015,DEPOSITO,6921889,3.0,2024-11-07,ACTIVE
ACC0000553,CUST003233,TABUNGAN,3007575,0.5,2022-02-07,ACTIVE
ACC0000554,CUST004298,TABUNGAN,19208005,1.97,2025-05-29,ACTIVE
ACC0000555,CUST000419,DEPOSITO,1200329,5.08,2023-08-21,ACTIVE
ACC0000556,CUST001709,TABUNGAN,2582788,3.48,2025-01-22,ACTIVE
ACC0000557,CUST003129,TABUNGAN,4800224,2.4,2025-07-17,ACTIVE
ACC0000558,CUST001193,TABUNGAN,6627254,3.35,2025-05-26,ACTIVE
ACC0000559,CUST002730,TABUNGAN,3435548,3.39,2021-11-06,ACTIVE
ACC0000560,CUST001010,TABUNGAN,14263455,3.38,2023-07-07,ACTIVE
ACC0000561,CUST001067,TABUNGAN,3447175,2.61,2023-08-14,ACTIVE
ACC0000562,CUST002824,TABUNGAN,3541855,1.15,2023-07-20,ACTIVE
ACC0000563,CUST001340,TABUNGAN,538839,2.3,2021-10-04,CLOSED
ACC0000564,CUST000358,TABUNGAN,10084808,0.73,2026-04-06,ACTIVE
ACC0000565,CUST001793,TABUNGAN,3796897,2.4,2022-10-04,ACTIVE
ACC0000566,CUST003386,DEPOSITO,3214816,5.5,2023-10-10,ACTIVE
ACC0000567,CUST004298,TABUNGAN,967461,2.04,2025-03-12,CLOSED
ACC0000568,CUST004911,TABUNGAN,7324518,1.72,2023-03-30,ACTIVE
ACC0000569,CUST001310,TABUNGAN,1984097,2.69,2022-06-16,ACTIVE
ACC0000570,CUST003954,TABUNGAN,6016904,1.12,2021-09-06,DORMANT
ACC0000571,CUST001763,TABUNGAN,5948863,2.42,2025-08-19,CLOSED
ACC0000572,CUST002127,DEPOSITO,2351913,2.65,2025-09-29,ACTIVE
ACC0000573,CUST003751,TABUNGAN,5907085,0.52,2024-04-13,ACTIVE
ACC0000574,CUST004308,DEPOSITO,2779112,5.07,2021-09-03,ACTIVE
ACC0000575,CUST001358,TABUNGAN,2620573,3.41,2021-08-25,ACTIVE
ACC0000576,CUST002558,DEPOSITO,7523771,4.74,2023-03-25,ACTIVE
ACC0000577,CUST004699,TABUNGAN,34399914,2.58,2025-03-13,ACTIVE
ACC0000578,CUST004206,TABUNGAN,10869290,1.81,2022-08-08,ACTIVE
ACC0000579,CUST002619,TABUNGAN,2457175,1.86,2022-03-17,ACTIVE
ACC0000580,CUST002160,TABUNGAN,2915228,1.69,2021-07-19,ACTIVE
ACC0000581,CUST003524,DEPOSITO,3798143,3.04,2026-02-05,ACTIVE
ACC0000582,CUST002017,TABUNGAN,4035515,2.13,2024-10-07,ACTIVE
ACC0000583,CUST001051,DEPOSITO,1951827,3.27,2024-02-04,DORMANT
ACC0000584,CUST000220,TABUNGAN,8951306,1.97,2021-07-26,ACTIVE
ACC0000585,CUST001004,DEPOSITO,3281729,3.66,2024-12-01,ACTIVE
ACC0000586,CUST000435,TABUNGAN,781042,2.21,2023-05-27,ACTIVE
ACC0000587,CUST002750,TABUNGAN,10636128,2.17,2024-09-21,ACTIVE
ACC0000588,CUST002916,TABUNGAN,9825144,1.34,2024-10-28,ACTIVE
ACC0000589,CUST003702,TABUNGAN,685336,2.92,2024-06-04,ACTIVE
ACC0000590,CUST001147,TABUNGAN,1307201,2.45,2025-01-26,DORMANT
ACC0000591,CUST003560,TABUNGAN,10660373,2.56,2021-10-09,ACTIVE
ACC0000592,CUST002243,DEPOSITO,531746,3.17,2024-03-17,ACTIVE
ACC0000593,CUST004025,TABUNGAN,7689588,3.15,2025-04-13,ACTIVE
ACC0000594,CUST003992,TABUNGAN,5108505,2.63,2022-02-24,CLOSED
ACC0000595,CUST000149,TABUNGAN,2698703,2.05,2022-10-10,DORMANT
ACC0000596,CUST002201,TABUNGAN,6557423,1.13,2025-04-16,ACTIVE
ACC0000597,CUST004034,TABUNGAN,5998508,3.33,2025-09-07,ACTIVE
ACC0000598,CUST004149,TABUNGAN,5172676,1.48,2025-03-05,ACTIVE
ACC0000599,CUST004436,TABUNGAN,2670619,1.69,2022-06-10,ACTIVE
ACC0000600,CUST004900,TABUNGAN,1756598,3.21,2024-10-02,ACTIVE
ACC0000601,CUST000209,TABUNGAN,5413272,2.14,2025-04-29,DORMANT
ACC0000602,CUST001404,TABUNGAN,123151316,2.73,2023-03-28,ACTIVE
ACC0000603,CUST002866,TABUNGAN,2680716,1.53,2023-06-15,ACTIVE
ACC0000604,CUST000307,TABUNGAN,1150951,2.34,2023-10-01,ACTIVE
ACC0000605,CUST004748,TABUNGAN,10604873,2.13,2023-01-17,ACTIVE
ACC0000606,CUST003111,DEPOSITO,5263892,2.68,2023-09-18,ACTIVE
ACC0000607,CUST000347,TABUNGAN,1063634,0.6,2025-06-10,ACTIVE
ACC0000608,CUST001265,TABUNGAN,37774019,2.26,2024-04-27,DORMANT
ACC0000609,CUST001696,TABUNGAN,1058904,2.31,2025-02-02,ACTIVE
ACC0000610,CUST001928,TABUNGAN,28788098,2.44,2024-11-30,ACTIVE
ACC0000611,CUST004813,DEPOSITO,20200478,2.87,2025-09-25,ACTIVE
ACC0000612,CUST001319,TABUNGAN,3645509,2.39,2025-07-25,ACTIVE
ACC0000613,CUST001277,TABUNGAN,3242352,0.56,2022-08-21,ACTIVE
ACC0000614,CUST001763,TABUNGAN,2272313,2.89,2024-05-29,ACTIVE
ACC0000615,CUST004845,TABUNGAN,2618324,0.61,2026-02-22,ACTIVE
ACC0000616,CUST004004,TABUNGAN,526651,2.88,2025-03-01,ACTIVE
ACC0000617,CUST002084,TABUNGAN,4178411,1.0,2021-08-25,CLOSED
ACC0000618,CUST003159,TABUNGAN,987105,0.73,2024-01-13,CLOSED
ACC0000619,CUST002205,TABUNGAN,3032927,2.86,2024-08-03,ACTIVE
ACC0000620,CUST002525,DEPOSITO,3705857,5.47,2024-07-01,ACTIVE
ACC0000621,CUST000159,TABUNGAN,902274,1.33,2022-05-18,ACTIVE
ACC0000622,CUST004695,TABUNGAN,13197902,0.63,2023-11-18,ACTIVE
ACC0000623,CUST001630,TABUNGAN,1864094,2.7,2023-11-03,ACTIVE
ACC0000624,CUST000022,DEPOSITO,9822932,5.94,2026-01-25,ACTIVE
ACC0000625,CUST003850,TABUNGAN,5189094,1.62,2026-03-08,ACTIVE
ACC0000626,CUST003204,TABUNGAN,5612821,0.64,2025-03-13,ACTIVE
ACC0000627,CUST001211,TABUNGAN,3382019,1.07,2026-03-22,ACTIVE
ACC0000628,CUST001254,DEPOSITO,265780,3.52,2022-04-02,ACTIVE
ACC0000629,CUST004812,TABUNGAN,5022704,1.33,2025-06-27,ACTIVE
ACC0000630,CUST003748,DEPOSITO,5245497,2.81,2023-01-29,ACTIVE
ACC0000631,CUST003203,TABUNGAN,3407275,0.98,2026-01-26,ACTIVE
ACC0000632,CUST001183,DEPOSITO,8507363,5.21,2024-02-01,DORMANT
ACC0000633,CUST000529,TABUNGAN,458271,1.96,2026-02-05,ACTIVE
ACC0000634,CUST003461,TABUNGAN,3294422,1.56,2025-08-02,ACTIVE
ACC0000635,CUST000788,TABUNGAN,4634608,1.42,2026-04-01,ACTIVE
ACC0000636,CUST001444,DEPOSITO,13393745,3.26,2025-09-29,ACTIVE
ACC0000637,CUST002398,DEPOSITO,3898036,4.17,2025-08-04,ACTIVE
ACC0000638,CUST001090,TABUNGAN,5321860,3.15,2022-12-17,DORMANT
ACC0000639,CUST000510,TABUNGAN,4483574,2.43,2025-07-20,ACTIVE
ACC0000640,CUST003655,TABUNGAN,1719066,1.09,2025-12-02,ACTIVE
ACC0000641,CUST000320,DEPOSITO,5552608,5.03,2023-02-17,ACTIVE
ACC0000642,CUST004770,TABUNGAN,2084218,1.22,2026-04-16,ACTIVE
ACC0000643,CUST004675,DEPOSITO,3819011,3.96,2023-10-21,ACTIVE
ACC0000644,CUST003035,TABUNGAN,14089339,1.92,2025-09-29,ACTIVE
ACC0000645,CUST004563,DEPOSITO,12981139,2.67,2025-03-14,ACTIVE
ACC0000646,CUST003713,TABUNGAN,820442,1.27,2025-08-08,ACTIVE
ACC0000647,CUST000318,TABUNGAN,3061645,2.09,2024-08-12,ACTIVE
ACC0000648,CUST001100,TABUNGAN,959739,1.9,2025-02-04,ACTIVE
ACC0000649,CUST004783,TABUNGAN,6075566,1.49,2021-09-18,ACTIVE
ACC0000650,CUST003427,TABUNGAN,5199985,2.3,2021-07-28,CLOSED
ACC0000651,CUST000533,TABUNGAN,55213787,2.61,2024-04-01,ACTIVE
ACC0000652,CUST003751,DEPOSITO,2787799,5.66,2022-02-13,ACTIVE
